team_0,location_x_0,location_y_0,end_location_x_0,end_location_y_0,type_0,outcome_0,player_0,team_1,location_x_1,location_y_1,end_location_x_1,end_location_y_1,type_1,outcome_1,player_1,team_2,location_x_2,location_y_2,end_location_x_2,end_location_y_2,type_2,outcome_2,player_2,team_3,location_x_3,location_y_3,end_location_x_3,end_location_y_3,type_3,outcome_3,player_3,team_4,location_x_4,location_y_4,end_location_x_4,end_location_y_4,type_4,outcome_4,player_4,team_5,location_x_5,location_y_5,end_location_x_5,end_location_y_5,type_5,outcome_5,player_5,team_6,location_x_6,location_y_6,end_location_x_6,end_location_y_6,type_6,outcome_6,player_6,team_7,location_x_7,location_y_7,end_location_x_7,end_location_y_7,type_7,outcome_7,player_7,team_8,location_x_8,location_y_8,end_location_x_8,end_location_y_8,type_8,outcome_8,player_8,team_9,location_x_9,location_y_9,end_location_x_9,end_location_y_9,type_9,outcome_9,player_9,team_10,location_x_10,location_y_10,end_location_x_10,end_location_y_10,type_10,outcome_10,player_10,match_id,shot_id,shot_statsbomb_xg
Reading WFC,96.0,17.0,96.0,17.0,Ball Recovery,1.0,Rachel Furness,Reading WFC,96.0,17.0,96.0,18.0,Carry,1.0,Rachel Furness,Liverpool WFC,97.0,19.0,97.0,19.0,Pressure,1.0,Kirsty Linnett,Reading WFC,96.0,18.0,96.0,18.0,Dispossessed,0.0,Rachel Furness,Liverpool WFC,97.0,19.0,97.0,19.0,Duel,1.0,Niamh Fahey,Liverpool WFC,97.0,19.0,103.0,8.0,Carry,1.0,Niamh Fahey,Reading WFC,101.0,6.0,101.0,6.0,Pressure,1.0,Rebecca Jane,Liverpool WFC,103.0,8.0,99.0,22.0,Pass,1.0,Niamh Fahey,Liverpool WFC,99.0,22.0,99.0,22.0,Ball Receipt*,1.0,Kirsty Linnett,Liverpool WFC,99.0,22.0,98.0,22.0,Carry,1.0,Kirsty Linnett,Liverpool WFC,98.0,22.0,102.0,24.0,Shot,0.0,Kirsty Linnett,19732,0f9f459d-78da-451e-9833-a7d3c55203e3,0.013811306
Bristol City WFC,87.0,40.0,87.0,40.0,Ball Recovery,1.0,Ella Rutherford,Bristol City WFC,87.0,40.0,91.0,76.0,Carry,1.0,Ella Rutherford,Arsenal WFC,86.0,51.0,86.0,51.0,Pressure,1.0,Leah Williamson,Bristol City WFC,91.0,76.0,91.0,76.0,Dispossessed,0.0,Ella Rutherford,Arsenal WFC,92.0,77.0,92.0,77.0,Duel,1.0,Leah Williamson,Arsenal WFC,92.0,77.0,98.0,71.0,Carry,1.0,Leah Williamson,Arsenal WFC,98.0,71.0,107.0,52.0,Pass,1.0,Leah Williamson,Bristol City WFC,107.0,53.0,107.0,53.0,Pressure,1.0,Gemma Evans,Arsenal WFC,107.0,52.0,107.0,52.0,Ball Receipt*,1.0,Vivianne Miedema,Arsenal WFC,107.0,52.0,107.0,48.0,Carry,1.0,Vivianne Miedema,Arsenal WFC,107.0,48.0,119.0,44.0,Shot,0.0,Vivianne Miedema,19744,0fa62347-fc7b-4385-abc2-1868ed1a36f4,0.07931974
Brighton & Hove Albion WFC,73.0,68.0,73.0,68.0,Ball Recovery,1.0,Kirsty Barton,Brighton & Hove Albion WFC,73.0,68.0,74.0,66.0,Carry,1.0,Kirsty Barton,Everton LFC,74.0,65.0,74.0,65.0,Pressure,1.0,Inessa Kaagman,Everton LFC,73.0,65.0,73.0,65.0,Dribbled Past,0.0,Inessa Kaagman,Brighton & Hove Albion WFC,74.0,66.0,74.0,66.0,Dribble,1.0,Kirsty Barton,Brighton & Hove Albion WFC,74.0,66.0,72.0,49.0,Carry,1.0,Kirsty Barton,Brighton & Hove Albion WFC,72.0,49.0,87.0,40.0,Pass,1.0,Kirsty Barton,Brighton & Hove Albion WFC,87.0,40.0,87.0,40.0,Ball Receipt*,1.0,Aileen Whelan,Brighton & Hove Albion WFC,87.0,40.0,94.0,53.0,Carry,1.0,Aileen Whelan,Everton LFC,89.0,42.0,89.0,42.0,Pressure,1.0,Megan Finnigan,Brighton & Hove Albion WFC,94.0,53.0,118.0,39.7,Shot,0.0,Aileen Whelan,19784,0fbbc524-fddf-4b6f-b83b-0ce0e0af1f10,0.03151131
Arsenal WFC,79.0,51.0,79.0,51.0,Ball Receipt*,0.0,Lia Wälti,Chelsea FCW,77.0,52.0,67.0,53.0,Pass,1.0,So-Yun Ji,Chelsea FCW,67.0,53.0,67.0,53.0,Ball Receipt*,1.0,Sophie Louise Ingle,Chelsea FCW,67.0,53.0,67.0,53.0,Carry,1.0,Sophie Louise Ingle,Chelsea FCW,67.0,53.0,90.0,49.0,Pass,1.0,Sophie Louise Ingle,Chelsea FCW,90.0,49.0,90.0,49.0,Ball Receipt*,1.0,Bethany England,Chelsea FCW,90.0,49.0,94.0,49.0,Carry,1.0,Bethany England,Chelsea FCW,94.0,49.0,109.0,34.0,Pass,1.0,Bethany England,Chelsea FCW,109.0,34.0,109.0,34.0,Ball Receipt*,1.0,Karen Julia Carney,Chelsea FCW,109.0,34.0,111.0,35.0,Carry,1.0,Karen Julia Carney,Chelsea FCW,111.0,35.0,113.0,37.0,Shot,0.0,Karen Julia Carney,19785,0fbeeb56-6f6c-413e-a91d-c4c9a101effe,0.1438591
West Ham United LFC,111.0,75.0,92.0,78.0,Pass,0.0,Alisha Lehmann,Liverpool WFC,86.0,80.0,99.0,66.0,Pass,1.0,Sophie Elizabeth Bradley-Auckland,Liverpool WFC,99.0,66.0,99.0,66.0,Ball Receipt*,1.0,Yana Daniëls,Liverpool WFC,99.0,66.0,93.0,56.0,Carry,1.0,Yana Daniëls,West Ham United LFC,96.0,56.0,96.0,56.0,Pressure,1.0,So-Hyun Cho,West Ham United LFC,92.0,55.0,92.0,55.0,Foul Committed,0.0,So-Hyun Cho,Liverpool WFC,93.0,56.0,93.0,56.0,Foul Won,1.0,Yana Daniëls,Liverpool WFC,90.0,56.0,112.0,34.0,Pass,1.0,Laura Coombs,Liverpool WFC,112.0,34.0,112.0,34.0,Ball Receipt*,1.0,Leandra Little,West Ham United LFC,110.0,33.0,110.0,33.0,Duel,0.0,Ria Percival,Liverpool WFC,111.0,35.0,119.0,40.7,Shot,0.0,Leandra Little,19793,0fc10929-fe3a-401f-af7d-55e11e993b62,0.08655471
Everton LFC,62.0,77.0,62.0,77.0,Duel,0.0,Danielle Turner,Birmingham City WFC,72.0,80.0,116.0,76.0,Pass,0.0,Meaghan Sargeant,Birmingham City WFC,115.0,76.0,115.0,76.0,Ball Receipt*,0.0,Ellen White,Everton LFC,115.0,75.0,115.0,75.0,Clearance,1.0,Siri Worm,Birmingham City WFC,99.0,80.0,112.0,59.0,Pass,0.0,Meaghan Sargeant,Everton LFC,111.0,58.0,111.0,58.0,Clearance,1.0,Siri Worm,Everton LFC,100.0,61.0,97.0,60.0,Pass,0.0,Inessa Kaagman,Birmingham City WFC,98.0,61.0,98.0,61.0,Ball Recovery,1.0,Lucy Quinn,Birmingham City WFC,98.0,61.0,95.8,47.1,Carry,1.0,Lucy Quinn,Everton LFC,95.0,54.0,95.0,54.0,Pressure,1.0,Abbey-Leigh Stringer,Birmingham City WFC,95.8,47.1,120.0,33.4,Shot,0.0,Lucy Quinn,19756,0fd062da-81a1-430a-9c54-4e5ccf993e1e,0.03472779
Reading WFC,67.0,37.0,67.0,37.0,Ball Receipt*,0.0,Fara Williams,Manchester City WFC,76.0,44.0,76.0,44.0,Block,1.0,Keira Walsh,Manchester City WFC,88.0,39.0,88.0,39.0,Ball Recovery,1.0,Georgia Stanway,Manchester City WFC,88.0,39.0,88.0,41.0,Carry,1.0,Georgia Stanway,Reading WFC,83.0,40.0,83.0,40.0,Pressure,1.0,Kirstyn Pearce,Manchester City WFC,88.0,41.0,98.0,34.0,Pass,1.0,Georgia Stanway,Manchester City WFC,98.0,34.0,98.0,34.0,Ball Receipt*,1.0,Nikita Parris,Manchester City WFC,98.0,34.0,102.0,44.0,Carry,1.0,Nikita Parris,Reading WFC,90.0,38.0,90.0,38.0,Block,0.0,Kirstyn Pearce,Reading WFC,101.0,34.0,101.0,34.0,Pressure,1.0,Rebecca Jane,Manchester City WFC,102.0,44.0,106.0,41.0,Shot,0.0,Nikita Parris,19747,0fd2149b-f159-4a0e-b2d3-7b89514ed135,0.05962862
Chelsea FCW,31.0,46.0,38.0,40.0,Carry,1.0,Magdalena Lilly Eriksson,Chelsea FCW,38.0,40.0,90.0,72.0,Pass,1.0,Magdalena Lilly Eriksson,Bristol City WFC,89.0,68.0,89.0,68.0,Pressure,1.0,Poppy Pattinson,Chelsea FCW,90.0,72.0,90.0,72.0,Ball Receipt*,1.0,Erin Cuthbert,Chelsea FCW,90.0,72.0,119.0,57.0,Carry,1.0,Erin Cuthbert,Bristol City WFC,118.0,56.0,118.0,56.0,Dribbled Past,0.0,Poppy Pattinson,Chelsea FCW,119.0,57.0,119.0,57.0,Dribble,1.0,Erin Cuthbert,Chelsea FCW,119.0,57.0,119.0,55.0,Carry,1.0,Erin Cuthbert,Chelsea FCW,119.0,55.0,115.0,54.0,Pass,1.0,Erin Cuthbert,Chelsea FCW,115.0,54.0,115.0,54.0,Ball Receipt*,1.0,Bethany England,Chelsea FCW,115.0,50.0,120.0,44.2,Shot,0.0,Bethany England,19794,1027fcb7-3396-4634-83f3-429d567c317b,0.09137042
Everton LFC,97.0,29.0,94.0,12.0,Pass,1.0,Georgia Brougham,Everton LFC,94.0,12.0,94.0,12.0,Ball Receipt*,1.0,Megan Finnigan,Everton LFC,94.0,12.0,94.0,12.0,Carry,1.0,Megan Finnigan,Everton LFC,94.0,12.0,80.0,18.0,Pass,1.0,Megan Finnigan,Everton LFC,80.0,18.0,80.0,18.0,Ball Receipt*,1.0,Abbey-Leigh Stringer,Everton LFC,80.0,18.0,80.0,17.0,Carry,1.0,Abbey-Leigh Stringer,Everton LFC,80.0,17.0,80.0,17.0,Dispossessed,0.0,Abbey-Leigh Stringer,Brighton & Hove Albion WFC,81.0,18.0,81.0,18.0,Duel,0.0,Aileen Whelan,Brighton & Hove Albion WFC,78.0,25.0,78.0,25.0,Ball Recovery,1.0,Ellie Brazil,Brighton & Hove Albion WFC,78.0,25.0,85.0,29.0,Carry,1.0,Ellie Brazil,Brighton & Hove Albion WFC,85.0,29.0,118.0,36.8,Shot,0.0,Ellie Brazil,19734,1035df42-f145-4d2c-89fe-aa79fbd723ef,0.0073879627
Arsenal WFC,105.0,47.0,105.0,47.0,Dispossessed,0.0,Danielle van de Donk,Yeovil Town LFC,104.0,46.0,104.0,46.0,Duel,0.0,Ellie Mason,Arsenal WFC,101.0,45.0,101.0,45.0,Ball Recovery,1.0,Bethany Mead,Arsenal WFC,101.0,45.0,108.0,42.0,Carry,1.0,Bethany Mead,Arsenal WFC,108.0,42.0,109.0,43.0,Shot,0.0,Bethany Mead,Yeovil Town LFC,108.0,42.0,108.0,42.0,Block,0.0,Megan Alexander,Yeovil Town LFC,118.0,42.0,118.0,41.0,Goal Keeper,1.0,Megan Walsh,Yeovil Town LFC,105.0,26.0,105.0,26.0,Pressure,1.0,Rachel Mclauchlan,Arsenal WFC,104.0,28.0,104.0,28.0,Ball Recovery,1.0,Amelia Hazard,Arsenal WFC,104.0,28.0,104.0,28.0,Carry,1.0,Amelia Hazard,Arsenal WFC,104.0,28.0,118.0,36.2,Shot,0.0,Amelia Hazard,19797,104b5182-5ccc-4ef8-8594-5243f757ecd1,0.041962925
Chelsea FCW,64.0,21.0,64.0,21.0,Ball Recovery,1.0,So-Yun Ji,Chelsea FCW,64.0,21.0,64.0,26.0,Carry,1.0,So-Yun Ji,Chelsea FCW,64.0,26.0,72.0,57.0,Pass,1.0,So-Yun Ji,Chelsea FCW,72.0,57.0,72.0,57.0,Ball Receipt*,1.0,Ramona Bachmann,Chelsea FCW,72.0,57.0,102.0,57.0,Carry,1.0,Ramona Bachmann,Reading WFC,97.0,54.0,97.0,54.0,Pressure,1.0,Mayumi Pacheco,Reading WFC,101.0,56.0,101.0,56.0,Dribbled Past,0.0,Mayumi Pacheco,Chelsea FCW,102.0,57.0,102.0,57.0,Dribble,1.0,Ramona Bachmann,Chelsea FCW,102.0,57.0,112.0,57.0,Carry,1.0,Ramona Bachmann,Reading WFC,109.0,53.0,109.0,53.0,Pressure,1.0,Remi Allen,Chelsea FCW,112.0,57.0,117.0,36.2,Shot,0.0,Ramona Bachmann,19772,1079695b-d630-4b04-946c-faca921719b4,0.020897958
Arsenal WFC,93.0,18.0,91.0,21.0,Pass,1.0,Danielle van de Donk,Yeovil Town LFC,91.0,25.0,91.0,25.0,Pressure,1.0,Charlotte Buxton,Arsenal WFC,91.0,21.0,91.0,21.0,Ball Receipt*,1.0,Vivianne Miedema,Arsenal WFC,91.0,21.0,99.0,43.0,Carry,1.0,Vivianne Miedema,Yeovil Town LFC,93.0,38.0,93.0,38.0,Pressure,1.0,Bonnie Horwood,Arsenal WFC,99.0,43.0,101.0,43.0,Pass,0.0,Vivianne Miedema,Arsenal WFC,105.0,42.0,105.0,42.0,Ball Receipt*,0.0,Kim Little,Yeovil Town LFC,100.0,42.0,100.0,42.0,Block,0.0,Charlotte Buxton,Arsenal WFC,102.0,40.0,102.0,40.0,Ball Recovery,1.0,Kim Little,Arsenal WFC,102.0,40.0,104.0,40.0,Carry,1.0,Kim Little,Arsenal WFC,104.0,40.0,105.0,41.0,Shot,0.0,Kim Little,19797,1082b493-f4da-4d40-8ee0-64276270b2b4,0.082407236
Birmingham City WFC,106.0,11.0,99.0,8.0,Pass,1.0,Lucy Staniforth,Birmingham City WFC,99.0,8.0,99.0,8.0,Ball Receipt*,1.0,Charlie Wellings,Birmingham City WFC,99.0,8.0,99.0,7.0,Carry,1.0,Charlie Wellings,Reading WFC,101.0,7.0,101.0,7.0,Pressure,1.0,Lauren Bruton,Birmingham City WFC,99.0,7.0,101.0,25.0,Pass,0.0,Charlie Wellings,Birmingham City WFC,100.0,28.0,100.0,28.0,Ball Receipt*,0.0,Hayley Ladd,Reading WFC,100.0,24.0,89.0,41.0,Pass,0.0,Kirstyn Pearce,Birmingham City WFC,90.0,42.0,90.0,42.0,Ball Recovery,1.0,Chloe Arthur,Birmingham City WFC,90.0,42.0,91.0,41.0,Carry,1.0,Chloe Arthur,Reading WFC,91.0,42.0,91.0,42.0,Pressure,1.0,Natasha Harding,Birmingham City WFC,91.0,41.0,105.0,42.0,Shot,0.0,Chloe Arthur,19727,10b4480f-01f0-40f1-870e-f33e6b2222b8,0.023302453
West Ham United LFC,80.0,30.0,80.0,30.0,Miscontrol,0.0,Julia Simic,Arsenal WFC,78.0,30.0,78.0,30.0,Ball Recovery,1.0,Danielle van de Donk,Arsenal WFC,78.0,30.0,77.0,36.0,Carry,1.0,Danielle van de Donk,West Ham United LFC,80.0,28.0,80.0,28.0,Pressure,1.0,Brianna Visalli,Arsenal WFC,77.0,36.0,79.0,51.0,Pass,1.0,Danielle van de Donk,Arsenal WFC,79.0,51.0,79.0,51.0,Ball Receipt*,1.0,Jordan Nobbs,Arsenal WFC,79.0,51.0,80.0,50.0,Carry,1.0,Jordan Nobbs,Arsenal WFC,80.0,50.0,110.0,36.0,Pass,1.0,Jordan Nobbs,Arsenal WFC,110.0,36.0,110.0,36.0,Ball Receipt*,1.0,Vivianne Miedema,Arsenal WFC,110.0,36.0,116.0,31.0,Carry,1.0,Vivianne Miedema,Arsenal WFC,116.0,31.0,119.0,37.0,Shot,0.0,Vivianne Miedema,19724,10c3f7b4-df63-451d-84c1-04c188e8a117,0.13522115
Yeovil Town LFC,37.0,7.0,37.0,7.0,Ball Receipt*,1.0,Anne-Marie Heatherson,Yeovil Town LFC,37.0,7.0,58.0,15.0,Carry,1.0,Anne-Marie Heatherson,Brighton & Hove Albion WFC,46.0,8.0,46.0,8.0,Pressure,1.0,Victoria Williams,Brighton & Hove Albion WFC,57.0,14.0,57.0,14.0,Foul Committed,0.0,Victoria Williams,Yeovil Town LFC,58.0,15.0,58.0,15.0,Foul Won,1.0,Anne-Marie Heatherson,Yeovil Town LFC,61.0,15.0,110.0,43.0,Pass,0.0,Hannah Short,Brighton & Hove Albion WFC,109.0,42.0,109.0,42.0,Clearance,1.0,Kate Natkiel,Brighton & Hove Albion WFC,100.0,52.0,100.0,52.0,Pressure,1.0,Iniabasi Anefiok Umotong,Yeovil Town LFC,99.0,53.0,108.0,46.0,Pass,1.0,Olivia Fergusson,Yeovil Town LFC,108.0,46.0,108.0,46.0,Ball Receipt*,1.0,Nicola Cousins,Yeovil Town LFC,109.0,48.0,110.0,47.0,Shot,0.0,Nicola Cousins,19802,10cabb39-da76-489d-a97e-6cb0154a0f6d,0.08649219
Chelsea FCW,81.0,15.0,81.0,15.0,Carry,1.0,Magdalena Lilly Eriksson,Chelsea FCW,81.0,15.0,76.0,41.0,Pass,1.0,Magdalena Lilly Eriksson,Chelsea FCW,76.0,41.0,76.0,41.0,Ball Receipt*,1.0,Millie Bright,Chelsea FCW,76.0,41.0,76.0,42.0,Carry,1.0,Millie Bright,Chelsea FCW,76.0,42.0,86.0,52.0,Pass,1.0,Millie Bright,Chelsea FCW,86.0,52.0,86.0,52.0,Ball Receipt*,1.0,So-Yun Ji,Chelsea FCW,86.0,52.0,86.0,52.0,Carry,1.0,So-Yun Ji,Chelsea FCW,86.0,52.0,86.0,39.0,Pass,1.0,So-Yun Ji,Chelsea FCW,86.0,39.0,86.0,39.0,Ball Receipt*,1.0,Millie Bright,Chelsea FCW,86.0,39.0,93.0,40.0,Carry,1.0,Millie Bright,Chelsea FCW,93.0,40.0,119.0,43.0,Shot,0.0,Millie Bright,19760,10e4c6cf-780d-468d-b9c4-969d960dcce8,0.044309434
Arsenal WFC,48.0,30.0,56.0,38.0,Pass,1.0,Jordan Nobbs,Arsenal WFC,56.0,38.0,56.0,38.0,Ball Receipt*,1.0,Kim Little,Arsenal WFC,56.0,38.0,84.0,38.0,Carry,1.0,Kim Little,Arsenal WFC,84.0,38.0,104.0,58.0,Pass,1.0,Kim Little,Arsenal WFC,104.0,58.0,104.0,58.0,Ball Receipt*,1.0,Bethany Mead,Arsenal WFC,104.0,58.0,115.0,54.0,Carry,1.0,Bethany Mead,Arsenal WFC,115.0,54.0,115.0,51.0,Shot,0.0,Bethany Mead,Yeovil Town LFC,114.0,50.0,114.0,50.0,Block,0.0,Megan Alexander,Yeovil Town LFC,117.0,41.0,116.0,39.0,Goal Keeper,1.0,Megan Walsh,Arsenal WFC,92.0,46.0,92.0,46.0,Ball Recovery,1.0,Lia Wälti,Arsenal WFC,92.0,48.0,119.0,43.4,Shot,0.0,Lia Wälti,19722,10ffb463-2d47-4f88-9b8b-cfa1492d5b39,0.021130694
Everton LFC,98.0,71.0,88.0,69.0,Pass,1.0,Simone Magill,Chelsea FCW,87.0,68.0,87.0,68.0,Pressure,1.0,Anita Amma Ankyewah Asante,Everton LFC,88.0,69.0,88.0,69.0,Ball Receipt*,1.0,Abbey-Leigh Stringer,Everton LFC,88.0,69.0,89.0,68.0,Carry,1.0,Abbey-Leigh Stringer,Chelsea FCW,88.0,67.0,88.0,67.0,Foul Committed,0.0,Anita Amma Ankyewah Asante,Everton LFC,89.0,68.0,89.0,68.0,Foul Won,1.0,Abbey-Leigh Stringer,Everton LFC,90.0,67.0,114.0,36.0,Pass,0.0,Inessa Kaagman,Chelsea FCW,113.0,35.0,113.0,35.0,Clearance,1.0,Millie Bright,Everton LFC,120.0,1.0,113.0,44.0,Pass,1.0,Angharad James,Everton LFC,113.0,44.0,113.0,44.0,Ball Receipt*,1.0,Gabrielle George,Everton LFC,112.0,44.0,119.0,56.0,Shot,0.0,Gabrielle George,19783,114aaafc-fcbc-4511-a9ca-552016ddc92d,0.07209697
Chelsea FCW,44.0,56.0,44.0,56.0,Foul Committed,0.0,Sophie Louise Ingle,Arsenal WFC,45.0,57.0,45.0,57.0,Foul Won,1.0,Katie McCabe,Arsenal WFC,47.0,62.0,79.0,70.0,Pass,1.0,Lia Wälti,Arsenal WFC,79.0,70.0,79.0,70.0,Ball Receipt*,1.0,Lisa Evans,Arsenal WFC,79.0,70.0,91.0,73.0,Pass,1.0,Lisa Evans,Arsenal WFC,91.0,73.0,91.0,73.0,Ball Receipt*,1.0,Kim Little,Arsenal WFC,91.0,73.0,112.0,55.0,Carry,1.0,Kim Little,Chelsea FCW,101.0,72.0,101.0,72.0,Pressure,1.0,Jonna Ann-Charlotte Andersson,Arsenal WFC,112.0,55.0,117.0,41.0,Pass,1.0,Kim Little,Arsenal WFC,117.0,41.0,117.0,41.0,Ball Receipt*,1.0,Vivianne Miedema,Arsenal WFC,117.0,41.0,120.0,37.4,Shot,1.0,Vivianne Miedema,19785,116b26cb-6d5b-42a4-bbe3-4744d6027ce3,0.8861491
Brighton & Hove Albion WFC,86.0,67.0,86.0,67.0,Carry,1.0,Aileen Whelan,Brighton & Hove Albion WFC,86.0,67.0,108.0,76.0,Pass,1.0,Aileen Whelan,Brighton & Hove Albion WFC,108.0,76.0,108.0,76.0,Ball Receipt*,1.0,Ellie Brazil,Brighton & Hove Albion WFC,108.0,76.0,107.0,77.0,Carry,1.0,Ellie Brazil,Liverpool WFC,110.0,70.0,110.0,70.0,Pressure,1.0,Leigh-Anne Robe,Brighton & Hove Albion WFC,107.0,77.0,114.0,38.0,Pass,0.0,Ellie Brazil,Brighton & Hove Albion WFC,114.0,44.0,114.0,44.0,Ball Receipt*,0.0,Kayleigh Green,Liverpool WFC,113.0,37.0,113.0,37.0,Clearance,1.0,Satara Murray,Brighton & Hove Albion WFC,113.0,43.0,113.0,43.0,Ball Recovery,1.0,Kayleigh Green,Liverpool WFC,112.0,42.0,112.0,42.0,Duel,0.0,Jasmine Matthews,Brighton & Hove Albion WFC,113.0,44.0,120.0,34.6,Shot,0.0,Kayleigh Green,19725,11782aed-b5d0-4ab6-98c2-028320165775,0.08757864
Liverpool WFC,89.0,27.0,89.0,27.0,Ball Receipt*,1.0,Rinsola Babajide,Liverpool WFC,89.0,27.0,97.0,26.0,Carry,1.0,Rinsola Babajide,Yeovil Town LFC,78.0,29.0,78.0,29.0,Block,0.0,Georgia Evans,Yeovil Town LFC,85.0,29.0,85.0,29.0,Pressure,1.0,Megan Alexander,Liverpool WFC,97.0,26.0,101.0,27.0,Shot,0.0,Rinsola Babajide,Yeovil Town LFC,100.0,26.0,100.0,26.0,Block,0.0,Megan Alexander,Yeovil Town LFC,116.0,39.0,117.0,38.0,Goal Keeper,1.0,Megan Walsh,Yeovil Town LFC,99.0,24.0,99.0,24.0,Ball Recovery,0.0,Georgia Evans,Liverpool WFC,101.0,35.0,101.0,35.0,Ball Recovery,1.0,Kirsty Linnett,Liverpool WFC,101.0,35.0,104.0,34.0,Carry,1.0,Kirsty Linnett,Liverpool WFC,104.0,34.0,119.0,36.2,Shot,0.0,Kirsty Linnett,19737,11baa081-721b-4d68-9ebb-13374ddb197c,0.13651724
Brighton & Hove Albion WFC,24.0,66.0,22.0,48.0,Pass,1.0,Chloe Peplow,Brighton & Hove Albion WFC,22.0,48.0,22.0,48.0,Ball Receipt*,1.0,Victoria Williams,Brighton & Hove Albion WFC,22.0,48.0,25.0,49.0,Carry,1.0,Victoria Williams,Brighton & Hove Albion WFC,25.0,49.0,66.0,4.0,Pass,0.0,Victoria Williams,Brighton & Hove Albion WFC,63.0,7.0,63.0,7.0,Ball Receipt*,0.0,Sophie Perry-Campbell,West Ham United LFC,65.0,3.0,65.0,3.0,Interception,0.0,Kate Longhurst,Brighton & Hove Albion WFC,80.0,1.0,94.0,13.0,Pass,1.0,Sophie Perry-Campbell,Brighton & Hove Albion WFC,94.0,13.0,94.0,13.0,Ball Receipt*,1.0,Iniabasi Anefiok Umotong,Brighton & Hove Albion WFC,94.0,13.0,90.0,26.0,Carry,1.0,Iniabasi Anefiok Umotong,West Ham United LFC,94.0,13.0,94.0,13.0,Pressure,1.0,Gilly Louise Scarlett Flaherty,Brighton & Hove Albion WFC,90.0,26.0,102.0,31.0,Shot,0.0,Iniabasi Anefiok Umotong,19769,11cc2f7b-6082-4650-9798-61d16cf83c6f,0.010913049
Chelsea FCW,83.0,11.0,83.0,11.0,Ball Receipt*,1.0,Ramona Bachmann,Chelsea FCW,83.0,11.0,81.0,12.0,Carry,1.0,Ramona Bachmann,Chelsea FCW,81.0,12.0,71.0,27.0,Pass,1.0,Ramona Bachmann,Manchester City WFC,74.0,27.0,74.0,27.0,Pressure,1.0,Melissa Lawley,Chelsea FCW,71.0,27.0,71.0,27.0,Ball Receipt*,1.0,Jonna Ann-Charlotte Andersson,Chelsea FCW,71.0,27.0,70.0,26.0,Carry,1.0,Jonna Ann-Charlotte Andersson,Chelsea FCW,70.0,26.0,97.0,53.0,Pass,1.0,Jonna Ann-Charlotte Andersson,Chelsea FCW,97.0,53.0,97.0,53.0,Ball Receipt*,1.0,Bethany England,Chelsea FCW,97.0,53.0,106.0,53.0,Carry,1.0,Bethany England,Manchester City WFC,96.0,46.0,96.0,46.0,Pressure,1.0,Abbie McManus,Chelsea FCW,106.0,53.0,119.0,34.6,Shot,0.0,Bethany England,19714,11d3dd04-a7dc-466f-8a13-0ba9687ef4c8,0.13441853
Chelsea FCW,76.0,62.0,87.0,72.0,Carry,1.0,Hannah Jayne Blundell,Chelsea FCW,87.0,72.0,118.0,65.0,Pass,1.0,Hannah Jayne Blundell,Reading WFC,114.0,65.0,114.0,65.0,Pressure,1.0,Mayumi Pacheco,Chelsea FCW,118.0,65.0,118.0,65.0,Ball Receipt*,1.0,Ramona Bachmann,Chelsea FCW,118.0,65.0,118.0,66.0,Carry,1.0,Ramona Bachmann,Chelsea FCW,118.0,66.0,118.0,66.0,Dribble,0.0,Ramona Bachmann,Reading WFC,117.0,65.0,117.0,65.0,Duel,0.0,Mayumi Pacheco,Chelsea FCW,120.0,80.0,114.0,34.0,Pass,1.0,Karen Julia Carney,Chelsea FCW,114.0,34.0,114.0,34.0,Ball Receipt*,1.0,Sophie Louise Ingle,Reading WFC,113.0,33.0,113.0,33.0,Duel,0.0,Remi Allen,Chelsea FCW,114.0,34.0,120.0,31.5,Shot,0.0,Sophie Louise Ingle,19772,11ece3e0-f7ee-48ad-acb0-398a2d23f587,0.09173782
Manchester City WFC,101.0,42.0,104.0,57.0,Pass,1.0,Jane Ross,Chelsea FCW,100.0,36.0,100.0,36.0,Pressure,1.0,Anita Amma Ankyewah Asante,Manchester City WFC,104.0,57.0,104.0,57.0,Ball Receipt*,1.0,Nikita Parris,Manchester City WFC,104.0,57.0,115.0,65.0,Carry,1.0,Nikita Parris,Chelsea FCW,112.0,58.0,112.0,58.0,Pressure,1.0,Anita Amma Ankyewah Asante,Manchester City WFC,115.0,65.0,111.0,46.0,Pass,1.0,Nikita Parris,Manchester City WFC,111.0,46.0,111.0,46.0,Ball Receipt*,1.0,Jill Scott,Manchester City WFC,111.0,46.0,109.0,48.0,Carry,1.0,Jill Scott,Manchester City WFC,109.0,48.0,97.0,46.0,Pass,1.0,Jill Scott,Manchester City WFC,97.0,46.0,97.0,46.0,Ball Receipt*,1.0,Georgia Stanway,Manchester City WFC,98.0,46.0,120.0,43.8,Shot,1.0,Georgia Stanway,7298,12092a46-bc36-4f00-91f6-767ef8601ae1,0.044294372
